,raw,label,raw_clean,raw_casefolding,raw_tokenizing,raw_filtering,raw_normalisasi,raw_stimming,Ready
715,Mantap,1,Mantap,mantap,['mantap'],['mantap'],['mantap'],['mantap'],mantap
716,Ga bisa ngirim uang padahal saldo sayah bnyak,-1,Ga bisa ngirim uang padahal saldo sayah bnyak,ga bisa ngirim uang padahal saldo sayah bnyak,"['ga', 'bisa', 'ngirim', 'uang', 'padahal', 'saldo', 'sayah', 'bnyak']","['ngirim', 'uang', 'saldo', 'sayah', 'bnyak']","['ngirim', 'uang', 'saldo', 'sayah', 'bnyak']","['ngirim', 'uang', 'saldo', 'sayah', 'bnyak']",ngirim uang saldo sayah bnyak
717,bagus linknya,1,bagus linknya,bagus linknya,"['bagus', 'linknya']","['bagus', 'linknya']","['bagus', 'linknya']","['bagus', 'linknya']",bagus linknya
718,Jangan install app ini proses transaksi saya status dalam proses bisa seminggu.app tidak profesional.mohon OJK dan Menkeu menutup app ini.merugikan masyarakat,-1,Jangan install app ini proses transaksi saya status dalam proses bisa semingguapp tidak profesionalmohon OJK dan Menkeu menutup app inimerugikan masyarakat,jangan install app ini proses transaksi saya status dalam proses bisa semingguapp tidak profesionalmohon ojk dan menkeu menutup app inimerugikan masyarakat,"['jangan', 'install', 'app', 'ini', 'proses', 'transaksi', 'saya', 'status', 'dalam', 'proses', 'bisa', 'semingguapp', 'tidak', 'profesionalmohon', 'ojk', 'dan', 'menkeu', 'menutup', 'app', 'inimerugikan', 'masyarakat']","['install', 'app', 'proses', 'transaksi', 'status', 'proses', 'semingguapp', 'profesionalmohon', 'ojk', 'menkeu', 'menutup', 'app', 'inimerugikan', 'masyarakat']","['install', 'app', 'proses', 'transaksi', 'status', 'proses', 'semingguapp', 'profesionalmohon', 'ojk', 'menkeu', 'menutup', 'app', 'inimerugikan', 'masyarakat']","['install', 'app', 'proses', 'transaksi', 'status', 'proses', 'semingguapp', 'profesionalmohon', 'ojk', 'menkeu', 'tutup', 'app', 'inimerugikan', 'masyarakat']",install app proses transaksi status proses semingguapp profesionalmohon ojk menkeu tutup app inimerugikan masyarakat
719,Seminggu terakhir aneeeh . . . .masak limit cuman 500rb . . Gak bisa terima transferan . .gak bisa top up!!! Maleeessss anjinnng,-1,Seminggu terakhir aneeeh masak limit cuman rb Gak bisa terima transferan gak bisa top up Maleeessss anjinnng,seminggu terakhir aneeeh masak limit cuman rb gak bisa terima transferan gak bisa top up maleeessss anjinnng,"['seminggu', 'terakhir', 'aneeeh', 'masak', 'limit', 'cuman', 'rb', 'gak', 'bisa', 'terima', 'transferan', 'gak', 'bisa', 'top', 'up', 'maleeessss', 'anjinnng']","['seminggu', 'aneeeh', 'masak', 'limit', 'cuman', 'rb', 'terima', 'transferan', 'top', 'up', 'maleeessss', 'anjinnng']","['seminggu', 'aneeeh', 'masak', 'limit', 'cuman', 'rb', 'terima', 'transferan', 'top', 'up', 'maleeessss', 'anjinnng']","['minggu', 'aneeeh', 'masak', 'limit', 'cuman', 'rb', 'terima', 'transfer', 'top', 'up', 'maleeessss', 'anjinnng']",minggu aneeeh masak limit cuman rb terima transfer top up maleeessss anjinnng
720,Gagal Upgrade Premium karena nama Orang Tua harus 2 kalimat.. Sedangkan nama dari lahir nya udah 1 kalimat.. Pake ewallet lain bisa,-1,Gagal Upgrade Premium karena nama Orang Tua harus kalimat Sedangkan nama dari lahir nya udah kalimat Pake ewallet lain bisa,gagal upgrade premium karena nama orang tua harus kalimat sedangkan nama dari lahir nya udah kalimat pake ewallet lain bisa,"['gagal', 'upgrade', 'premium', 'karena', 'nama', 'orang', 'tua', 'harus', 'kalimat', 'sedangkan', 'nama', 'dari', 'lahir', 'nya', 'udah', 'kalimat', 'pake', 'ewallet', 'lain', 'bisa']","['gagal', 'upgrade', 'premium', 'nama', 'orang', 'tua', 'kalimat', 'nama', 'lahir', 'udah', 'kalimat', 'pake', 'ewallet']","['gagal', 'upgrade', 'premium', 'nama', 'orang', 'tua', 'kalimat', 'nama', 'lahir', 'sudah', 'kalimat', 'pakai', 'ewallet']","['gagal', 'upgrade', 'premium', 'nama', 'orang', 'tua', 'kalimat', 'nama', 'lahir', 'sudah', 'kalimat', 'pakai', 'ewallet']",gagal upgrade premium nama orang tua kalimat nama lahir sudah kalimat pakai ewallet
721,"Transaksi lebih enak,gampang,ok pokonya",1,Transaksi lebih enakgampangok pokonya,transaksi lebih enakgampangok pokonya,"['transaksi', 'lebih', 'enakgampangok', 'pokonya']","['transaksi', 'enakgampangok', 'pokonya']","['transaksi', 'enakgampangok', 'pokonya']","['transaksi', 'enakgampangok', 'poko']",transaksi enakgampangok poko
722,linkaja mantap,1,linkaja mantap,linkaja mantap,"['linkaja', 'mantap']","['linkaja', 'mantap']","['linkaja', 'mantap']","['linkaja', 'mantap']",linkaja mantap
723,"Link aja ga guna, perusahaan sebesar ini tidak mampu mengganti nomor yang sudah tidak aktif, padahal itu yang sering terjadi. Gimana kalo handphone kita hilang. Untuk yang mau install aplikasi ini mending jangan deh ribet nanti udah mah biaya admin 2500 tapi pelayanan buruk",-1,Link aja ga guna perusahaan sebesar ini tidak mampu mengganti nomor yang sudah tidak aktif padahal itu yang sering terjadi Gimana kalo handphone kita hilang Untuk yang mau install aplikasi ini mending jangan deh ribet nanti udah mah biaya admin tapi pelayanan buruk,link aja ga guna perusahaan sebesar ini tidak mampu mengganti nomor yang sudah tidak aktif padahal itu yang sering terjadi gimana kalo handphone kita hilang untuk yang mau install aplikasi ini mending jangan deh ribet nanti udah mah biaya admin tapi pelayanan buruk,"['link', 'aja', 'ga', 'guna', 'perusahaan', 'sebesar', 'ini', 'tidak', 'mampu', 'mengganti', 'nomor', 'yang', 'sudah', 'tidak', 'aktif', 'padahal', 'itu', 'yang', 'sering', 'terjadi', 'gimana', 'kalo', 'handphone', 'kita', 'hilang', 'untuk', 'yang', 'mau', 'install', 'aplikasi', 'ini', 'mending', 'jangan', 'deh', 'ribet', 'nanti', 'udah', 'mah', 'biaya', 'admin', 'tapi', 'pelayanan', 'buruk']","['link', 'perusahaan', 'mengganti', 'nomor', 'aktif', 'gimana', 'handphone', 'hilang', 'install', 'aplikasi', 'mending', 'deh', 'ribet', 'udah', 'mah', 'biaya', 'admin', 'pelayanan', 'buruk']","['link', 'perusahaan', 'mengganti', 'nomor', 'aktif', 'bagaimana', 'handphone', 'hilang', 'install', 'aplikasi', 'mending', 'deh', 'ribet', 'sudah', 'mah', 'biaya', 'admin', 'pelayanan', 'buruk']","['link', 'usaha', 'ganti', 'nomor', 'aktif', 'bagaimana', 'handphone', 'hilang', 'install', 'aplikasi', 'mending', 'deh', 'ribet', 'sudah', 'mah', 'biaya', 'admin', 'layan', 'buruk']",link usaha ganti nomor aktif bagaimana handphone hilang install aplikasi mending deh ribet sudah mah biaya admin layan buruk
724,"Asli ini apps main blok2 aja kalo salah pass, dikasih waktu 10 menit tp g beres2. Gd kasih solusi alternatif atau apa gitu.",-1,Asli ini apps main blok aja kalo salah pass dikasih waktu menit tp  beres Gd kasih solusi alternatif atau apa gitu,asli ini apps main blok aja kalo salah pass dikasih waktu menit tp  beres gd kasih solusi alternatif atau apa gitu,"['asli', 'ini', 'apps', 'main', 'blok', 'aja', 'kalo', 'salah', 'pass', 'dikasih', 'waktu', 'menit', 'tp', 'beres', 'gd', 'kasih', 'solusi', 'alternatif', 'atau', 'apa', 'gitu']","['asli', 'apps', 'main', 'blok', 'salah', 'pass', 'dikasih', 'menit', 'tp', 'beres', 'gd', 'kasih', 'solusi', 'alternatif', 'gitu']","['asli', 'apps', 'main', 'blok', 'salah', 'pass', 'dikasih', 'menit', 'tetapi', 'beres', 'gd', 'kasih', 'solusi', 'alternatif', 'begitu']","['asli', 'apps', 'main', 'blok', 'salah', 'pass', 'kasih', 'menit', 'tetapi', 'beres', 'gd', 'kasih', 'solusi', 'alternatif', 'begitu']",asli apps main blok salah pass kasih menit tetapi beres gd kasih solusi alternatif begitu
725,lambat,-1,lambat,lambat,['lambat'],['lambat'],['lambat'],['lambat'],lambat
726,Bagus,1,Bagus,bagus,['bagus'],['bagus'],['bagus'],['bagus'],bagus
727,Baik,1,Baik,baik,['baik'],[],[],[],
728,Ganti no hp gak bs,-1,Ganti no hp gak bs,ganti no hp gak bs,"['ganti', 'no', 'hp', 'gak', 'bs']","['ganti', 'no', 'hp', 'bs']","['ganti', 'tidak', 'hp', 'bisa']","['ganti', 'tidak', 'hp', 'bisa']",ganti tidak hp bisa
729,"Sejak applikasi ini bertautan dengan mypertamina,, saya merasa seperti ada nuansa nuansa jahat pemaksaan kehendak yang merepotkan kepentingan orang banyak,,, *kalian jahat Ã°ÂÂÂ",-1,Sejak applikasi ini bertautan dengan mypertamina saya merasa seperti ada nuansa nuansa jahat pemaksaan kehendak yang merepotkan kepentingan orang banyak kalian jahat,sejak applikasi ini bertautan dengan mypertamina saya merasa seperti ada nuansa nuansa jahat pemaksaan kehendak yang merepotkan kepentingan orang banyak kalian jahat,"['sejak', 'applikasi', 'ini', 'bertautan', 'dengan', 'mypertamina', 'saya', 'merasa', 'seperti', 'ada', 'nuansa', 'nuansa', 'jahat', 'pemaksaan', 'kehendak', 'yang', 'merepotkan', 'kepentingan', 'orang', 'banyak', 'kalian', 'jahat']","['applikasi', 'bertautan', 'mypertamina', 'nuansa', 'nuansa', 'jahat', 'pemaksaan', 'kehendak', 'merepotkan', 'kepentingan', 'orang', 'jahat']","['applikasi', 'bertautan', 'mypertamina', 'nuansa', 'nuansa', 'jahat', 'pemaksaan', 'kehendak', 'merepotkan', 'kepentingan', 'orang', 'jahat']","['applikasi', 'taut', 'mypertamina', 'nuansa', 'nuansa', 'jahat', 'paksa', 'hendak', 'repot', 'penting', 'orang', 'jahat']",applikasi taut mypertamina nuansa nuansa jahat paksa hendak repot penting orang jahat
730,"Mau masuk,kasi kode yg di kirim,eh malah gak masuk,trus di blok pula,app apa ini,sangat kacau sistim nya",-1,Mau masukkasi kode yg di kirimeh malah gak masuktrus di blok pulaapp apa inisangat kacau sistim nya,mau masukkasi kode yg di kirimeh malah gak masuktrus di blok pulaapp apa inisangat kacau sistim nya,"['mau', 'masukkasi', 'kode', 'yg', 'di', 'kirimeh', 'malah', 'gak', 'masuktrus', 'di', 'blok', 'pulaapp', 'apa', 'inisangat', 'kacau', 'sistim', 'nya']","['masukkasi', 'kode', 'kirimeh', 'masuktrus', 'blok', 'pulaapp', 'inisangat', 'kacau', 'sistim']","['masukkasi', 'kode', 'kirimeh', 'masuktrus', 'blok', 'pulaapp', 'inisangat', 'kacau', 'sistim']","['masukkasi', 'kode', 'kirimeh', 'masuktrus', 'blok', 'pulaapp', 'inisangat', 'kacau', 'sistim']",masukkasi kode kirimeh masuktrus blok pulaapp inisangat kacau sistim
731,Aplikasi nyusahin..mau upgrade susah banget..tolong aplikasi nya di perbaiki jangan bikin susah,-1,Aplikasi nyusahinmau upgrade susah bangettolong aplikasi nya di perbaiki jangan bikin susah,aplikasi nyusahinmau upgrade susah bangettolong aplikasi nya di perbaiki jangan bikin susah,"['aplikasi', 'nyusahinmau', 'upgrade', 'susah', 'bangettolong', 'aplikasi', 'nya', 'di', 'perbaiki', 'jangan', 'bikin', 'susah']","['aplikasi', 'nyusahinmau', 'upgrade', 'susah', 'bangettolong', 'aplikasi', 'perbaiki', 'susah']","['aplikasi', 'nyusahinmau', 'upgrade', 'susah', 'bangettolong', 'aplikasi', 'perbaiki', 'susah']","['aplikasi', 'nyusahinmau', 'upgrade', 'susah', 'bangettolong', 'aplikasi', 'baik', 'susah']",aplikasi nyusahinmau upgrade susah bangettolong aplikasi baik susah
732,Okeee,1,Okeee,okeee,['okeee'],['okeee'],['okeee'],['okeee'],okeee
733,"Alhamdulillah dengan LinkAja transaksi apapun semakin mudah, terus kembangkan kemudahan ini karena sangat bermanfaat bagi banyak orang. Terimakasih LinkAja",1,Alhamdulillah dengan LinkAja transaksi apapun semakin mudah terus kembangkan kemudahan ini karena sangat bermanfaat bagi banyak orang Terimakasih LinkAja,alhamdulillah dengan linkaja transaksi apapun semakin mudah terus kembangkan kemudahan ini karena sangat bermanfaat bagi banyak orang terimakasih linkaja,"['alhamdulillah', 'dengan', 'linkaja', 'transaksi', 'apapun', 'semakin', 'mudah', 'terus', 'kembangkan', 'kemudahan', 'ini', 'karena', 'sangat', 'bermanfaat', 'bagi', 'banyak', 'orang', 'terimakasih', 'linkaja']","['alhamdulillah', 'linkaja', 'transaksi', 'apapun', 'mudah', 'kembangkan', 'kemudahan', 'bermanfaat', 'orang', 'terimakasih', 'linkaja']","['alhamdulillah', 'linkaja', 'transaksi', 'apapun', 'mudah', 'kembangkan', 'kemudahan', 'bermanfaat', 'orang', 'terima kasih', 'linkaja']","['alhamdulillah', 'linkaja', 'transaksi', 'apa', 'mudah', 'kembang', 'mudah', 'manfaat', 'orang', 'terima kasih', 'linkaja']",alhamdulillah linkaja transaksi apa mudah kembang mudah manfaat orang terima kasih linkaja
734,Sep,1,Sep,sep,['sep'],['sep'],['sep'],['sep'],sep
735,Top up saldo gk masuk? Saldo di atm udah kepotong gimna nihh,-1,Top up saldo gk masuk Saldo di atm udah kepotong gimna nihh,top up saldo gk masuk saldo di atm udah kepotong gimna nihh,"['top', 'up', 'saldo', 'gk', 'masuk', 'saldo', 'di', 'atm', 'udah', 'kepotong', 'gimna', 'nihh']","['top', 'up', 'saldo', 'gk', 'masuk', 'saldo', 'atm', 'udah', 'kepotong', 'gimna', 'nihh']","['top', 'up', 'saldo', 'tidak', 'masuk', 'saldo', 'atm', 'sudah', 'kepotong', 'gimna', 'nihh']","['top', 'up', 'saldo', 'tidak', 'masuk', 'saldo', 'atm', 'sudah', 'potong', 'gimna', 'nihh']",top up saldo tidak masuk saldo atm sudah potong gimna nihh
736,"Tolong untuk pulsa/data internasional, negara nya ditambah...Arab saudi bos ku...",1,Tolong untuk pulsadata internasional negara nya ditambahArab saudi bos ku,tolong untuk pulsadata internasional negara nya ditambaharab saudi bos ku,"['tolong', 'untuk', 'pulsadata', 'internasional', 'negara', 'nya', 'ditambaharab', 'saudi', 'bos', 'ku']","['tolong', 'pulsadata', 'internasional', 'negara', 'ditambaharab', 'saudi', 'bos', 'ku']","['tolong', 'pulsadata', 'internasional', 'negara', 'ditambaharab', 'saudi', 'bos', 'ku']","['tolong', 'pulsadata', 'internasional', 'negara', 'ditambaharab', 'saudi', 'bos', 'ku']",tolong pulsadata internasional negara ditambaharab saudi bos ku
737,Parahah,-1,Parahah,parahah,['parahah'],['parahah'],['parahah'],['parahah'],parahah
738,Susah kalau transaksi dini hari..kalau bisa ngasih bintang mines saya kasih mines 100,-1,Susah kalau transaksi dini harikalau bisa ngasih bintang mines saya kasih mines,susah kalau transaksi dini harikalau bisa ngasih bintang mines saya kasih mines,"['susah', 'kalau', 'transaksi', 'dini', 'harikalau', 'bisa', 'ngasih', 'bintang', 'mines', 'saya', 'kasih', 'mines']","['susah', 'transaksi', 'harikalau', 'ngasih', 'bintang', 'mines', 'kasih', 'mines']","['susah', 'transaksi', 'harikalau', 'ngasih', 'bintang', 'mines', 'kasih', 'mines']","['susah', 'transaksi', 'harikalau', 'ngasih', 'bintang', 'mes', 'kasih', 'mes']",susah transaksi harikalau ngasih bintang mes kasih mes
739,Sangat mudah digunakan,1,Sangat mudah digunakan,sangat mudah digunakan,"['sangat', 'mudah', 'digunakan']",['mudah'],['mudah'],['mudah'],mudah
740,Helo aq fajar maaf cuma kasih 3 bintang aja dulu klo link aja ini bagus dan terpercaya oke aq kasih bintang nya lg,1,Helo aq fajar maaf cuma kasih bintang aja dulu klo link aja ini bagus dan terpercaya oke aq kasih bintang nya lg,helo aq fajar maaf cuma kasih bintang aja dulu klo link aja ini bagus dan terpercaya oke aq kasih bintang nya lg,"['helo', 'aq', 'fajar', 'maaf', 'cuma', 'kasih', 'bintang', 'aja', 'dulu', 'klo', 'link', 'aja', 'ini', 'bagus', 'dan', 'terpercaya', 'oke', 'aq', 'kasih', 'bintang', 'nya', 'lg']","['helo', 'aq', 'fajar', 'maaf', 'kasih', 'bintang', 'link', 'bagus', 'terpercaya', 'oke', 'aq', 'kasih', 'bintang', 'lg']","['helo', 'saya', 'fajar', 'maaf', 'kasih', 'bintang', 'link', 'bagus', 'terpercaya', 'oke', 'saya', 'kasih', 'bintang', 'Sedang']","['helo', 'saya', 'fajar', 'maaf', 'kasih', 'bintang', 'link', 'bagus', 'percaya', 'oke', 'saya', 'kasih', 'bintang', 'sedang']",helo saya fajar maaf kasih bintang link bagus percaya oke saya kasih bintang sedang
741,"Transaksi GuaDi Pending Gak Selesai selesai, Parah Bangat Aplikasi Kurang Bermanfaat",-1,Transaksi GuaDi Pending Gak Selesai selesai Parah Bangat Aplikasi Kurang Bermanfaat,transaksi guadi pending gak selesai selesai parah bangat aplikasi kurang bermanfaat,"['transaksi', 'guadi', 'pending', 'gak', 'selesai', 'selesai', 'parah', 'bangat', 'aplikasi', 'kurang', 'bermanfaat']","['transaksi', 'guadi', 'pending', 'selesai', 'selesai', 'parah', 'bangat', 'aplikasi', 'bermanfaat']","['transaksi', 'guadi', 'pending', 'selesai', 'selesai', 'parah', 'bangat', 'aplikasi', 'bermanfaat']","['transaksi', 'guadi', 'pending', 'selesai', 'selesai', 'parah', 'bangat', 'aplikasi', 'manfaat']",transaksi guadi pending selesai selesai parah bangat aplikasi manfaat
742,Cek,1,Cek,cek,['cek'],['cek'],['cek'],['cek'],cek
743,"Aplikasinya sebelumnya bagus cepet, skg batu saya update tadi sore lalu skrg isi saldo, dari keterangan notif linkaja saldo anda bertambah.. tapi di cek di aplikasinya ga nambah. Ngebug kali yaa",1,Aplikasinya sebelumnya bagus cepet skg batu saya update tadi sore lalu skrg isi saldo dari keterangan notif linkaja saldo anda bertambah tapi di cek di aplikasinya ga nambah Ngebug kali yaa,aplikasinya sebelumnya bagus cepet skg batu saya update tadi sore lalu skrg isi saldo dari keterangan notif linkaja saldo anda bertambah tapi di cek di aplikasinya ga nambah ngebug kali yaa,"['aplikasinya', 'sebelumnya', 'bagus', 'cepet', 'skg', 'batu', 'saya', 'update', 'tadi', 'sore', 'lalu', 'skrg', 'isi', 'saldo', 'dari', 'keterangan', 'notif', 'linkaja', 'saldo', 'anda', 'bertambah', 'tapi', 'di', 'cek', 'di', 'aplikasinya', 'ga', 'nambah', 'ngebug', 'kali', 'yaa']","['aplikasinya', 'bagus', 'cepet', 'skg', 'batu', 'update', 'sore', 'skrg', 'isi', 'saldo', 'keterangan', 'notif', 'linkaja', 'saldo', 'bertambah', 'cek', 'aplikasinya', 'nambah', 'ngebug', 'kali', 'yaa']","['aplikasinya', 'bagus', 'cepet', 'skg', 'batu', 'update', 'sore', 'sekarang', 'isi', 'saldo', 'keterangan', 'notif', 'linkaja', 'saldo', 'bertambah', 'cek', 'aplikasinya', 'tambah', 'ngebug', 'kali', 'yaa']","['aplikasi', 'bagus', 'cepet', 'skg', 'batu', 'update', 'sore', 'sekarang', 'isi', 'saldo', 'terang', 'notif', 'linkaja', 'saldo', 'tambah', 'cek', 'aplikasi', 'tambah', 'ngebug', 'kali', 'yaa']",aplikasi bagus cepet skg batu update sore sekarang isi saldo terang notif linkaja saldo tambah cek aplikasi tambah ngebug kali yaa
744,XL axiata cup xc,-1,XL axiata cup xc,xl axiata cup xc,"['xl', 'axiata', 'cup', 'xc']","['xl', 'axiata', 'cup', 'xc']","['xl', 'axiata', 'cup', 'xc']","['xl', 'axiata', 'cup', 'xc']",xl axiata cup xc
745,Nicee,1,Nicee,nicee,['nicee'],['nicee'],['nicee'],['nicee'],nicee
746,Gimna kok nda bisa d pake fto e ktp,-1,Gimna kok nda bisa  pake fto  ktp,gimna kok nda bisa  pake fto  ktp,"['gimna', 'kok', 'nda', 'bisa', 'pake', 'fto', 'ktp']","['gimna', 'nda', 'pake', 'fto', 'ktp']","['gimna', 'tidak', 'pakai', 'fto', 'ktp']","['gimna', 'tidak', 'pakai', 'fto', 'ktp']",gimna tidak pakai fto ktp
747,Kenapa saya tdak bisa install mohon bantuannya,1,Kenapa saya tdak bisa install mohon bantuannya,kenapa saya tdak bisa install mohon bantuannya,"['kenapa', 'saya', 'tdak', 'bisa', 'install', 'mohon', 'bantuannya']","['tdak', 'install', 'mohon', 'bantuannya']","['tdak', 'install', 'mohon', 'bantuannya']","['tdak', 'install', 'mohon', 'bantu']",tdak install mohon bantu
748,Mantabb,1,Mantabb,mantabb,['mantabb'],['mantabb'],['mantabb'],['mantabb'],mantabb
749,Belum baru mencoba,1,Belum baru mencoba,belum baru mencoba,"['belum', 'baru', 'mencoba']",['mencoba'],['mencoba'],['coba'],coba
750,Verifikasi wajah terlalu bangke kedip dikit gk bisa,-1,Verifikasi wajah terlalu bangke kedip dikit gk bisa,verifikasi wajah terlalu bangke kedip dikit gk bisa,"['verifikasi', 'wajah', 'terlalu', 'bangke', 'kedip', 'dikit', 'gk', 'bisa']","['verifikasi', 'wajah', 'bangke', 'kedip', 'dikit', 'gk']","['verifikasi', 'wajah', 'bangke', 'kedip', 'dikit', 'tidak']","['verifikasi', 'wajah', 'bangke', 'kedip', 'dikit', 'tidak']",verifikasi wajah bangke kedip dikit tidak
751,Baik,1,Baik,baik,['baik'],[],[],[],
752,Apakah linkAja sudah tersedia atm fisik?,-1,Apakah linkAja sudah tersedia atm fisik,apakah linkaja sudah tersedia atm fisik,"['apakah', 'linkaja', 'sudah', 'tersedia', 'atm', 'fisik']","['linkaja', 'tersedia', 'atm', 'fisik']","['linkaja', 'tersedia', 'atm', 'fisik']","['linkaja', 'sedia', 'atm', 'fisik']",linkaja sedia atm fisik
753,Tolong dong permudah buka blokirny tlong buka blokir akun saya kok ribet bgt sih,-1,Tolong dong permudah buka blokirny tlong buka blokir akun saya kok ribet bgt sih,tolong dong permudah buka blokirny tlong buka blokir akun saya kok ribet bgt sih,"['tolong', 'dong', 'permudah', 'buka', 'blokirny', 'tlong', 'buka', 'blokir', 'akun', 'saya', 'kok', 'ribet', 'bgt', 'sih']","['tolong', 'permudah', 'buka', 'blokirny', 'tlong', 'buka', 'blokir', 'akun', 'ribet', 'bgt']","['tolong', 'permudah', 'buka', 'blokirny', 'tlong', 'buka', 'blokir', 'akun', 'ribet', 'banget']","['tolong', 'mudah', 'buka', 'blokirny', 'tlong', 'buka', 'blokir', 'akun', 'ribet', 'banget']",tolong mudah buka blokirny tlong buka blokir akun ribet banget
754,Bagus,1,Bagus,bagus,['bagus'],['bagus'],['bagus'],['bagus'],bagus
755,"App go blok! Terus gunanya verifikasi email buat apa, kalo login pake email ga bisa. No ku dah mati cuk. Edit: Lu gausah suruh2 minta gw email. Gw sebelum kasih bintang 1 udah live CS, doi malah lempar tanggung jawab ke Provider. Emangnya tim IT nya situ ga digaji apa? Kok managemen akunnya payah bgt gini?",-1,App go blok Terus gunanya verifikasi email buat apa kalo login pake email ga bisa No ku dah mati cuk Edit Lu gausah suruh minta gw email Gw sebelum kasih bintang udah live CS doi malah lempar tanggung jawab ke Provider Emangnya tim IT nya situ ga digaji apa Kok managemen akunnya payah bgt gini,app go blok terus gunanya verifikasi email buat apa kalo login pake email ga bisa no ku dah mati cuk edit lu gausah suruh minta gw email gw sebelum kasih bintang udah live cs doi malah lempar tanggung jawab ke provider emangnya tim it nya situ ga digaji apa kok managemen akunnya payah bgt gini,"['app', 'go', 'blok', 'terus', 'gunanya', 'verifikasi', 'email', 'buat', 'apa', 'kalo', 'login', 'pake', 'email', 'ga', 'bisa', 'no', 'ku', 'dah', 'mati', 'cuk', 'edit', 'lu', 'gausah', 'suruh', 'minta', 'gw', 'email', 'gw', 'sebelum', 'kasih', 'bintang', 'udah', 'live', 'cs', 'doi', 'malah', 'lempar', 'tanggung', 'jawab', 'ke', 'provider', 'emangnya', 'tim', 'it', 'nya', 'situ', 'ga', 'digaji', 'apa', 'kok', 'managemen', 'akunnya', 'payah', 'bgt', 'gini']","['app', 'go', 'blok', 'gunanya', 'verifikasi', 'email', 'login', 'pake', 'email', 'no', 'ku', 'dah', 'mati', 'cuk', 'edit', 'lu', 'gausah', 'suruh', 'gw', 'email', 'gw', 'kasih', 'bintang', 'udah', 'live', 'cs', 'doi', 'lempar', 'tanggung', 'provider', 'emangnya', 'tim', 'it', 'situ', 'digaji', 'managemen', 'akunnya', 'payah', 'bgt', 'gini']","['app', 'go', 'blok', 'gunanya', 'verifikasi', 'email', 'login', 'pakai', 'email', 'tidak', 'ku', 'dah', 'mati', 'cuk', 'edit', 'lu', 'gausah', 'suruh', 'gw', 'email', 'gw', 'kasih', 'bintang', 'sudah', 'live', 'cs', 'doi', 'lempar', 'tanggung', 'provider', 'emangnya', 'tim', 'it', 'situ', 'digaji', 'managemen', 'akunnya', 'payah', 'banget', 'gini']","['app', 'go', 'blok', 'guna', 'verifikasi', 'email', 'login', 'pakai', 'email', 'tidak', 'ku', 'dah', 'mati', 'cuk', 'edit', 'lu', 'gausah', 'suruh', 'gw', 'email', 'gw', 'kasih', 'bintang', 'sudah', 'live', 'cs', 'doi', 'lempar', 'tanggung', 'provider', 'emang', 'tim', 'it', 'situ', 'gaji', 'managemen', 'akun', 'payah', 'banget', 'gin']",app go blok guna verifikasi email login pakai email tidak ku dah mati cuk edit lu gausah suruh gw email gw kasih bintang sudah live cs doi lempar tanggung provider emang tim it situ gaji managemen akun payah banget gin
756,"Kenapa ya saya gak bisa upgrad ke full servis sudak 3 x gagal terus , padahal saya sudah melakukan cara cara nya dengan benar",1,Kenapa ya saya gak bisa upgrad ke full servis sudak  gagal terus padahal saya sudah melakukan cara cara nya dengan benar,kenapa ya saya gak bisa upgrad ke full servis sudak  gagal terus padahal saya sudah melakukan cara cara nya dengan benar,"['kenapa', 'ya', 'saya', 'gak', 'bisa', 'upgrad', 'ke', 'full', 'servis', 'sudak', 'gagal', 'terus', 'padahal', 'saya', 'sudah', 'melakukan', 'cara', 'cara', 'nya', 'dengan', 'benar']","['upgrad', 'full', 'servis', 'sudak', 'gagal']","['upgrad', 'full', 'servis', 'sudak', 'gagal']","['upgrad', 'full', 'servis', 'sudak', 'gagal']",upgrad full servis sudak gagal
757,"membantu permudah pembayaran layanan digital, mantull!",1,membantu permudah pembayaran layanan digital mantull,membantu permudah pembayaran layanan digital mantull,"['membantu', 'permudah', 'pembayaran', 'layanan', 'digital', 'mantull']","['membantu', 'permudah', 'pembayaran', 'layanan', 'digital', 'mantull']","['membantu', 'permudah', 'pembayaran', 'layanan', 'digital', 'mantull']","['bantu', 'mudah', 'bayar', 'layan', 'digital', 'mantull']",bantu mudah bayar layan digital mantull
758,Apk gk guna,-1,Apk gk guna,apk gk guna,"['apk', 'gk', 'guna']","['apk', 'gk']","['apk', 'tidak']","['apk', 'tidak']",apk tidak
759,Mantul,1,Mantul,mantul,['mantul'],['mantul'],['mantul'],['mantul'],mantul
760,Sangat bermanfaat,1,Sangat bermanfaat,sangat bermanfaat,"['sangat', 'bermanfaat']",['bermanfaat'],['bermanfaat'],['manfaat'],manfaat
